SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,249,60,188,1,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,29,8,21,0,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,859,245,598,16,0,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,604,168,429,7,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,538,267,267,4,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,124,10,113,1,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,124,55,68,1,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,236,49,187,0,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,45,13,32,0,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,186,66,120,0,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,849,225,611,13,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,1151,697,423,31,0,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,290,82,207,1,0,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,230,88,137,5,0,0,0,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,1244,657,552,35,0,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,394,75,313,6,0,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,218,166,46,6,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,9580,8166,1268,145,1,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,755,186,532,37,0,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,102,101,1,0,0,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,258,79,172,6,1,0,0,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,94,42,51,1,0,0,0,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,83,35,48,0,0,0,0,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,1234,663,549,20,2,0,0,0,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,356,44,301,11,0,0,0,0,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,555,311,232,12,0,0,0,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,210,122,84,4,0,0,0,0,0,,
284,KA,Karnataka,KA_Hassan,Hassan,492,231,253,8,0,0,0,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,167,128,37,2,0,0,0,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,1646,378,1241,27,0,0,0,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,76,73,3,0,0,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,174,100,72,2,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,130,51,77,2,0,0,0,0,0,,
290,KA,Karnataka,KA_Mandya,Mandya,518,151,367,0,0,0,0,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,434,179,250,5,0,0,0,0,0,,
0,KA,Karnataka,KA_Other State,Other State,36,1,32,3,0,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,569,144,422,3,0,0,0,0,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,233,152,76,5,0,0,0,0,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,261,140,117,4,0,0,0,0,0,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,221,153,61,7,0,0,0,0,0,,
296,KA,Karnataka,KA_Udupi,Udupi,1321,193,1125,3,0,0,0,0,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,354,194,159,1,0,0,0,0,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,558,143,404,11,0,0,0,0,0,,
299,KA,Karnataka,KA_Yadgir,Yadgir,971,103,867,1,0,0,0,0,0,,
0,KL,Kerala,KL_Other State,Other State,0,0,0,0,0,0,0,0,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,393,204,188,1,0,15,8,7,0,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,341,192,146,2,1,25,8,16,1,,
302,KL,Kerala,KL_Idukki,Idukki,133,59,74,0,0,6,6,0,0,,
303,KL,Kerala,KL_Kannur,Kannur,600,259,336,5,0,11,1,10,0,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,522,120,402,0,0,6,-6,12,0,,
305,KL,Kerala,KL_Kollam,Kollam,416,175,239,2,0,11,1,10,0,,
306,KL,Kerala,KL_Kottayam,Kottayam,268,110,157,1,0,6,-5,11,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,332,123,207,2,0,15,10,5,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,692,294,393,5,0,35,21,13,1,,
309,KL,Kerala,KL_Palakkad,Palakkad,644,180,462,1,1,8,-25,33,0,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,380,186,194,0,0,26,-1,27,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,291,107,179,5,0,7,0,7,0,,
312,KL,Kerala,KL_Thrissur,Thrissur,495,198,294,3,0,14,-2,16,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,116,45,70,1,0,8,8,0,0,,
314,LA,Ladakh,LA_Kargil,Kargil,714,82,632,0,0,0,0,0,0,,
315,LA,Ladakh,LA_Leh,Leh,291,86,204,1,0,0,0,0,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,580,208,357,15,0,0,0,0,0,,
370,MH,Maharashtra,MH_Akola,Akola,1662,376,1199,86,1,0,0,0,0,,
371,MH,Maharashtra,MH_Amravati,Amravati,690,209,451,30,0,0,0,0,0,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,6568,3486,2788,294,0,0,0,0,0,,
374,MH,Maharashtra,MH_Beed,Beed,142,44,95,3,0,0,0,0,0,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,91,14,77,0,0,0,0,0,0,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,318,136,169,13,0,0,0,0,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,110,47,63,0,0,0,0,0,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,1248,480,704,62,2,0,0,0,0,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,73,12,60,1,0,0,0,0,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,167,61,104,2,0,0,0,0,0,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,294,43,250,1,0,0,0,0,0,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,4236,1538,2420,278,0,0,0,0,0,,
382,MH,Maharashtra,MH_Jalna,Jalna,719,315,380,24,0,0,0,0,0,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,920,176,732,12,0,0,0,0,0,,
384,MH,Maharashtra,MH_Latur,Latur,425,174,229,22,0,0,0,0,0,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,84524,23732,55884,4899,9,0,0,0,0,,
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,1719,408,1296,15,0,0,0,0,0,,
388,MH,Maharashtra,MH_Nanded,Nanded,394,138,242,14,0,0,0,0,0,,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,197,105,83,9,0,0,0,0,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,5216,2056,2935,225,0,0,0,0,0,,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,264,66,186,12,0,0,0,0,0,,
0,MH,Maharashtra,MH_Other State,Other State,133,108,0,25,0,0,0,0,0,,
392,MH,Maharashtra,MH_Palghar,Palghar,7470,4379,2965,126,0,0,0,0,0,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,128,41,83,4,0,0,0,0,0,,
394,MH,Maharashtra,MH_Pune,Pune,28142,13864,13406,872,0,0,0,0,0,,
395,MH,Maharashtra,MH_Raigad,Raigad,5840,2991,2741,106,2,0,0,0,0,,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,712,214,471,27,0,0,0,0,0,,
397,MH,Maharashtra,MH_Sangli,Sangli,430,168,251,11,0,0,0,0,0,,
398,MH,Maharashtra,MH_Satara,Satara,1337,519,769,48,1,0,0,0,0,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,246,69,172,5,0,0,0,0,0,,
400,MH,Maharashtra,MH_Solapur,Solapur,3214,1225,1692,296,1,0,0,0,0,,
401,MH,Maharashtra,MH_Thane,Thane,47935,28508,18156,1270,1,0,0,0,0,,
402,MH,Maharashtra,MH_Wardha,Wardha,17,3,13,1,0,0,0,0,0,,
403,MH,Maharashtra,MH_Washim,Washim,120,35,82,3,0,0,0,0,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,338,92,235,11,0,0,0,0,0,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,1,1,0,0,0,0,0,0,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,43,25,17,1,0,6,6,0,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1,0,1,0,0,0,0,0,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,12,12,0,0,0,1,1,0,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,7,3,4,0,0,0,0,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,8,4,4,0,0,1,1,0,0,,
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,5,0,5,0,0,0,0,0,0,,
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,1,1,0,0,0,0,0,0,0,,
405,MN,Manipur,MN_Bishnupur,Bishnupur,81,24,57,0,0,0,0,0,0,,
406,MN,Manipur,MN_Chandel,Chandel,38,34,4,0,0,0,0,0,0,,
407,MN,Manipur,MN_Churachandpur,Churachandpur,140,85,55,0,0,0,0,0,0,,
408,MN,Manipur,MN_Imphal East,Imphal East,42,26,16,0,0,0,0,0,0,,
409,MN,Manipur,MN_Imphal West,Imphal West,97,45,52,0,0,0,0,0,0,,
410,MN,Manipur,MN_Jiribam,Jiribam,32,30,2,0,0,0,0,0,0,,
411,MN,Manipur,MN_Kakching,Kakching,93,68,25,0,0,0,0,0,0,,
412,MN,Manipur,MN_Kamjong,Kamjong,95,78,17,0,0,0,0,0,0,,
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,155,137,18,0,0,0,0,0,0,,
414,MN,Manipur,MN_Noney,Noney,25,8,17,0,0,0,0,0,0,,
415,MN,Manipur,MN_Pherzawl,Pherzawl,32,29,3,0,0,0,0,0,0,,
416,MN,Manipur,MN_Senapati,Senapati,120,110,10,0,0,0,0,0,0,,
417,MN,Manipur,MN_Tamenglong,Tamenglong,180,155,25,0,0,0,0,0,0,,
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,14,1,13,0,0,0,0,0,0,,
419,MN,Manipur,MN_Thoubal,Thoubal,59,36,23,0,0,0,0,0,0,,
420,MN,Manipur,MN_Ukhrul,Ukhrul,163,146,17,0,0,0,0,0,0,,
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,18,2,14,2,0,1,0,0,1,,
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,8,5,3,0,0,0,0,0,0,,
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,29,0,29,0,0,0,0,0,0,,
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,52,9,42,1,0,2,-8,9,1,,
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,40,20,20,0,0,1,1,0,0,,
322,MP,Madhya Pradesh,MP_Barwani,Barwani,137,23,110,4,0,7,1,6,0,,
323,MP,Madhya Pradesh,MP_Betul,Betul,81,33,48,0,0,1,1,0,0,,
324,MP,Madhya Pradesh,MP_Bhind,Bhind,296,89,207,0,0,9,-8,17,0,,
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,3110,551,2447,112,0,65,32,30,3,,
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,413,16,374,23,0,8,2,6,0,,
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,60,5,55,0,0,1,1,0,0,,
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,66,30,34,2,0,0,0,0,0,,
329,MP,Madhya Pradesh,MP_Damoh,Damoh,52,20,32,0,0,0,0,0,0,,
330,MP,Madhya Pradesh,MP_Datia,Datia,47,21,25,1,0,0,-5,5,0,,
331,MP,Madhya Pradesh,MP_Dewas,Dewas,239,37,192,10,0,1,1,0,0,,
332,MP,Madhya Pradesh,MP_Dhar,Dhar,184,13,163,8,0,3,-3,6,0,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,31,1,30,0,0,0,0,0,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,25,11,12,2,0,1,-1,1,1,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,583,249,331,3,0,55,43,12,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,56,28,25,3,0,13,13,0,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,43,1,38,4,0,1,0,0,1,,
339,MP,Madhya Pradesh,MP_Indore,Indore,4876,849,3781,246,0,43,32,9,2,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,444,75,355,14,0,7,1,6,0,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,22,6,15,1,0,1,0,1,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,26,10,13,3,0,0,0,0,0,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,344,53,274,17,0,9,4,5,0,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,318,38,265,15,0,5,3,2,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,6,0,5,1,0,0,0,0,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,141,35,97,9,0,10,9,1,0,,
345,MP,Madhya Pradesh,MP_Morena,Morena,682,423,254,5,0,28,3,25,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,34,5,29,0,0,2,1,1,0,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,466,29,430,7,0,12,8,4,0,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,11,3,8,0,0,0,0,0,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,55,21,34,0,0,0,-1,1,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,112,2,105,5,0,0,-1,1,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,104,28,70,6,0,0,-5,5,0,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,182,30,146,6,0,7,4,3,0,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,68,21,46,1,0,2,-2,4,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,422,88,312,22,0,7,-1,8,0,,
355,MP,Madhya Pradesh,MP_Satna,Satna,45,16,27,2,0,2,0,2,0,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,27,15,10,2,0,5,5,0,0,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,17,6,11,0,0,2,2,0,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,24,3,21,0,0,0,-4,4,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,70,17,50,3,0,1,1,0,0,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,89,19,68,2,0,4,4,0,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,73,40,33,0,0,21,21,0,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,26,7,18,1,0,5,5,0,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,20,6,14,0,0,0,0,0,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,67,39,26,2,0,4,0,3,1,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,869,18,780,71,0,3,3,0,0,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,11,1,9,1,0,0,0,0,0,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,63,21,42,0,0,5,5,0,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,53,21,32,0,0,0,0,0,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,10,2,8,0,0,0,0,0,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,3,0,3,0,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,11,0,11,0,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,12,4,8,0,0,0,0,0,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,54,8,46,0,0,5,5,0,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,20,10,10,0,0,0,0,0,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,22,13,9,0,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,3,0,3,0,0,0,0,0,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,3,0,3,0,0,0,0,0,0,,
0,NL,Nagaland,NL_Others,Others,46,46,0,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,114,85,29,0,0,15,15,0,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,4,4,0,0,0,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,52,38,14,0,0,0,0,0,0,,
443,NL,Nagaland,NL_Longleng,Longleng,2,2,0,0,0,0,0,0,0,,
444,NL,Nagaland,NL_Mokokchung,Mokokchung,2,2,0,0,0,0,0,0,0,,
445,NL,Nagaland,NL_Mon,Mon,87,87,0,0,0,20,20,0,0,,
446,NL,Nagaland,NL_Peren,Peren,260,244,16,0,0,0,0,0,0,,
447,NL,Nagaland,NL_Phek,Phek,10,9,1,0,0,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,32,32,0,0,0,0,0,0,0,,
449,NL,Nagaland,NL_Wokha,Wokha,10,10,0,0,0,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,6,6,0,0,0,0,0,0,0,,
0,OR,Odisha,OR_Others,Others,0,0,0,0,0,0,0,0,0,Includes NDRF-ODRF returnees after West Bengal Amphan duty,
451,OR,Odisha,OR_Angul,Angul,107,46,60,1,0,1,-2,3,0,,
452,OR,Odisha,OR_Balangir,Balangir,222,57,165,0,0,6,6,0,0,,
453,OR,Odisha,OR_Balasore,Balasore,412,83,327,2,0,14,11,3,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,166,84,81,1,0,33,19,14,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,273,34,239,0,0,12,0,12,0,,
455,OR,Odisha,OR_Boudh,Boudh,45,4,41,0,0,0,-1,1,0,,
457,OR,Odisha,OR_Cuttack,Cuttack,826,276,544,6,0,13,-2,15,0,,
458,OR,Odisha,OR_Deogarh,Deogarh,62,20,42,0,0,0,0,0,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,85,19,66,0,0,1,1,0,0,,
460,OR,Odisha,OR_Gajapati,Gajapati,462,99,362,1,0,1,-48,49,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,2348,935,1391,22,0,166,92,73,1,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,340,72,268,0,0,23,-2,25,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,623,218,404,1,0,57,52,4,1,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,128,30,98,0,0,0,-1,1,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,79,8,71,0,0,1,0,1,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,190,12,178,0,0,3,3,0,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,274,34,240,0,0,5,-3,8,0,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,184,77,107,0,0,2,2,0,0,,
469,OR,Odisha,OR_Khordha,Khordha,992,228,755,9,0,21,8,13,0,,
470,OR,Odisha,OR_Koraput,Koraput,67,39,28,0,0,10,9,1,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,112,59,53,0,0,0,0,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,267,86,180,1,0,8,7,1,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,79,46,32,1,0,24,21,3,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,192,54,138,0,0,4,1,3,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,82,4,78,0,0,0,0,0,0,,
476,OR,Odisha,OR_Puri,Puri,302,67,233,2,0,3,-9,12,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,128,90,38,0,0,13,-3,16,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,98,51,47,0,0,15,15,0,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,39,4,35,0,0,0,0,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,342,156,185,1,0,20,16,4,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,957,169,740,48,0,0,0,0,0,,
486,PB,Punjab,PB_Barnala,Barnala,71,28,41,2,0,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,110,31,76,3,0,0,0,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,119,19,100,0,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,123,19,104,0,0,0,0,0,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,103,27,76,0,0,0,0,0,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,119,53,63,3,0,0,0,0,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,249,51,193,5,0,0,0,0,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,186,18,161,7,0,0,0,0,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,841,255,565,21,0,0,0,0,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,109,25,79,5,0,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,1079,485,570,24,0,0,0,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,50,6,44,0,0,0,0,0,0,,
498,PB,Punjab,PB_Moga,Moga,121,24,93,4,0,0,0,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,228,28,194,6,0,0,0,0,0,,
500,PB,Punjab,PB_Patiala,Patiala,379,184,185,10,0,0,0,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,114,13,100,1,0,0,0,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,302,77,220,5,0,0,0,0,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,535,148,373,14,0,0,0,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,148,22,125,1,0,0,0,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,133,8,125,0,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,207,21,181,5,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,46,10,36,0,0,1,-9,10,0,,
482,PY,Puducherry,PY_Mahe,Mahe,19,9,10,0,0,1,1,0,0,,
483,PY,Puducherry,PY_Puducherry,Puducherry,931,483,434,14,0,62,40,22,0,"19 cases(18 of TN & 1 of AP) have been transferred,so have been reduced from the total count",
484,PY,Puducherry,PY_Yanam,Yanam,15,15,0,0,0,1,1,0,0,,
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,600,114,465,21,0,1,-1,0,2,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,715,369,340,6,0,12,12,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,99,2,95,2,0,0,0,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,71,7,60,4,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,442,169,269,4,0,0,0,0,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,1796,215,1542,39,0,27,15,12,0,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,269,18,245,6,0,1,1,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,492,300,175,17,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,53,3,50,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,15,4,11,0,0,0,0,0,0,,
